Rank,Unnamed: 1,Player Id,Slug,Player GSIS,Player College GSIS,Player Sportradar Id,Name,Conf,Team,#,POS,S,OFF,OFF%,Run,Pass,RBLK,PBLK,OFF GRD,PASS GRD,REC GRD,RUSH GRD,PBLK GRD,RBLK GRD,KEY,PEN,origin24%
,,146177,san-jose-state-spartans,,418126,,Nate Lewis,MW,S JOSE ST,D99,ED,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.54
,,98679,san-jose-state-spartans,,326204,,Nick Nash,MW,S JOSE ST,03,WR,2024,791,0.0067,1,549,241,0,85.3,86.4,86.9,42.4,,58.6,136,2-0,0.54
,,159070,san-jose-state-spartans,,387286,,Peseti Lapuaho,MW,S JOSE ST,79,T,2024,892,0.0076,0,0,277,615,30.0,,60.0,,17.0,49.8,192,5-0,0.54
,,151364,san-jose-state-spartans,,362693,,Robert Rahimi,MW,S JOSE ST,D01,S,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,1,0-0,0.54
,,70536,san-jose-state-spartans,,416050,,Sebastian Macaluso,MW,S JOSE ST,24,WR,2024,124,0.0011,0,98,26,0,62.5,,62.0,,,62.7,15,0-0,0.54
,,188840,san-jose-state-spartans,,430050,,Sione Nomani,MW,S JOSE ST,74,G,2024,659,0.0056,0,1,217,441,50.0,,65.2,,46.6,49.4,127,6-1,0.54
,,90613,san-jose-state-spartans,,349493,,Skylar Loving-Black,MW,S JOSE ST,86,TE,2024,5,0.0,0,0,5,0,60.0,,,,,60.0,0,0-0,0.54
,,188837,san-jose-state-spartans,,431711,,Tevita Manukainiu,MW,S JOSE ST,71,T,2024,32,0.0003,0,2,27,3,48.1,,54.0,,69.6,50.4,7,0-0,0.54
,,163281,san-jose-state-spartans,,394659,,Trent Carrizosa,MW,S JOSE ST,S49,P,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.54
,,159085,san-jose-state-spartans,,393658,,Treyshun Hurry,MW,S JOSE ST,02,WR,2024,569,0.0048,0,406,162,1,60.6,,60.3,,61.9,57.8,36,0-0,0.54
,,173000,san-jose-state-spartans,,419584,,Tyler Chen,MW,S JOSE ST,62,G,2024,299,0.0025,0,0,88,211,56.1,,,,63.9,48.1,47,1-0,0.54
,,157841,san-jose-state-spartans,,412234,,Uluakinofo Taliauli,MW,S JOSE ST,69,G,2024,115,0.001,0,0,54,61,60.3,,,,65.3,57.7,16,1-0,0.54
,,146170,san-jose-state-spartans,,359902,,Walker Eget,MW,S JOSE ST,05,QB,2024,545,0.0046,28,375,142,0,84.7,81.8,54.3,70.3,,60.1,197,1-0,0.54
,,146492,san-jose-state-spartans,,368477,,Xavier Ward,MW,S JOSE ST,07,QB,2024,3,0.0,0,3,0,0,35.0,35.5,,,,,2,0-0,0.54
,,146196,unlv-rebels,,406731,,Anthony Rosas,MW,UNLV,54,G,2024,37,0.0003,0,0,36,1,69.0,,,,67.3,67.1,7,0-0,0.79
,,146200,unlv-rebels,,406657,,Anton Ambuehl,MW,UNLV,75,G,2024,872,0.0074,0,0,473,399,64.3,,,,74.2,59.8,176,0-0,0.79
,,174066,unlv-rebels,,406661,,Austin Boyd,MW,UNLV,79,G,2024,273,0.0023,0,0,149,124,61.4,,,,85.3,57.1,42,2-0,0.79
,,145902,unlv-rebels,,359745,,Ben Lisk,MW,UNLV,S36,LS,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,1,0-0,0.79
,,146195,unlv-rebels,,374250,,Cameron Friel,MW,UNLV,07,QB,2024,48,0.0004,10,6,32,0,63.5,61.2,,61.4,,60.3,8,0-0,0.79
,,146206,unlv-rebels,,362029,,Cameron Oliver,MW,UNLV,D05,CB,2024,2,0.0,0,1,1,0,77.4,,73.6,,,60.0,1,0-0,0.79
,,144727,unlv-rebels,,385875,,Casey Cain,MW,UNLV,01,WR,2024,294,0.0025,1,136,156,1,61.0,,60.0,63.2,61.9,59.1,26,1-0,0.79
,,174069,unlv-rebels,,406692,,Christian Earls,MW,UNLV,87,TE,2024,23,0.0002,0,6,16,1,63.9,,53.4,,67.4,73.9,3,0-0,0.79
,,122608,unlv-rebels,,349980,,Christian Moore,MW,UNLV,44,TE,2024,476,0.004,1,120,298,57,64.7,,40.8,57.6,61.4,79.9,124,2-2,0.79
,,174072,unlv-rebels,,423505,,Cooper Haswell,MW,UNLV,83,TE,2024,5,0.0,0,0,5,0,56.2,,,,,54.3,1,0-0,0.79
,,174081,unlv-rebels,,422418,,Corey Thompson Jr.,MW,UNLV,13,WR,2024,295,0.0025,0,131,164,0,52.7,,51.7,,,56.9,14,0-0,0.79
,,184207,unlv-rebels,,431597,,Damien McDaniel,MW,UNLV,02,WR,2024,23,0.0002,0,4,19,0,56.8,,56.0,,,60.1,1,0-0,0.79
,,174074,unlv-rebels,,406703,,DeAngelo Irvin Jr.,MW,UNLV,10,WR,2024,125,0.0011,7,64,54,0,53.3,58.0,51.6,61.4,,57.4,9,0-0,0.79
,,188487,unlv-rebels,,431589,,Devin Green,MW,UNLV,22,HB,2024,104,0.0009,29,29,32,14,58.1,,52.3,60.3,60.5,53.8,9,0-0,0.79
,,188484,unlv-rebels,,431583,,Dyllan Drummond,MW,UNLV,57,T,2024,15,0.0001,0,0,14,1,64.5,,,,66.7,63.6,2,0-0,0.79
,,174073,unlv-rebels,,431591,,Ed Haynes,MW,UNLV,71,C,2024,15,0.0001,0,0,14,1,52.1,,,,66.9,51.3,3,0-0,0.79
,,146204,unlv-rebels,,399516,,Graham Keating III,MW,UNLV,61,C,2024,34,0.0003,0,0,28,6,67.6,,,,75.0,64.7,4,0-0,0.79
,,184204,unlv-rebels,,429334,,Greg Burrell,MW,UNLV,05,HB,2024,195,0.0017,66,53,37,39,77.6,,54.4,79.2,78.7,57.7,37,0-0,0.79
,,102348,unlv-rebels,,326724,,Hajj-Malik Williams,MW,UNLV,06,QB,2024,742,0.0063,91,355,296,0,77.0,67.3,29.7,78.3,,60.0,243,1-0,0.79
,,188497,unlv-rebels,,429358,,Hank Purvis,MW,UNLV,64,G,2024,77,0.0007,0,0,63,14,67.2,,,,82.6,65.5,24,0-0,0.79
,,145666,unlv-rebels,,361715,,Jack Hasz,MW,UNLV,65,C,2024,905,0.0077,0,0,488,417,65.6,,,,78.2,59.6,143,2-1,0.79
,,123973,unlv-rebels,,350070,,Jackson Woodard,MW,UNLV,D07,LB,2024,2,0.0,0,0,1,1,60.0,,,,63.8,60.0,0,0-0,0.79
,,174068,unlv-rebels,,406686,,Jacob De Jesus,MW,UNLV,21,WR,2024,446,0.0038,16,239,190,1,77.2,,78.1,63.4,70.0,65.4,45,1-1,0.79
,,144016,unlv-rebels,,361517,,Jaden Bradley,MW,UNLV,23,WR,2024,292,0.0025,1,136,155,0,61.8,,62.0,63.5,,49.7,20,1-0,0.79
,,184203,unlv-rebels,,429331,,Jae Beasley II,MW,UNLV,43,TE,2024,101,0.0009,0,12,80,9,54.6,,49.4,,75.7,54.7,27,0-0,0.79
,,174080,unlv-rebels,,406741,,Jai'Den Thomas,MW,UNLV,09,HB,2024,460,0.0039,165,167,70,58,79.7,,51.4,83.5,83.0,53.6,97,0-0,0.79
,,123963,unlv-rebels,,372755,,Jalen St. John,MW,UNLV,74,T,2024,880,0.0075,0,0,473,407,66.2,,,,71.0,61.9,108,5-1,0.79
,,153333,unlv-rebels,,392141,,Jayden Ahboah,MW,UNLV,68,T,2024,18,0.0002,0,0,17,1,63.8,,,,66.0,62.7,4,0-0,0.79
,,97543,unlv-rebels,,340590,,Jett Elad,MW,UNLV,D09,S,2024,2,0.0,0,0,1,1,60.0,,,,63.8,60.0,0,0-0,0.79
,,146214,unlv-rebels,,365535,,Johnathan Baldwin,MW,UNLV,D03,CB,2024,2,0.0,0,0,1,1,60.0,,,,63.8,60.0,0,0-0,0.79
,,128343,unlv-rebels,,361272,,Kaleo Ballungay,MW,UNLV,19,TE,2024,722,0.0061,0,279,371,72,55.5,,54.1,,58.5,59.5,147,2-0,0.79
,,188492,unlv-rebels,,431599,,Kayden McGee,MW,UNLV,16,WR,2024,13,0.0001,0,5,8,0,90.7,,89.6,,,58.5,3,0-0,0.79
,,150195,unlv-rebels,,377402,,Kylin James,MW,UNLV,20,HB,2024,219,0.0019,92,58,53,16,79.5,60.0,41.6,82.7,62.1,54.1,58,0-0,0.79
,,146628,unlv-rebels,,368396,,Landon Rogers,MW,UNLV,15,WR,2024,5,0.0,0,1,4,0,68.0,,59.3,,,63.2,1,0-0,0.79
,,146210,unlv-rebels,,400020,,Malik Bradford,MW,UNLV,89,WR,2024,7,0.0001,0,0,7,0,60.5,,,,,60.6,0,0-0,0.79
,,157027,unlv-rebels,,393327,,Mani Powell,MW,UNLV,D16,LB,2024,2,0.0,0,0,1,1,60.0,,,,63.8,60.0,0,0-0,0.79
,,146864,unlv-rebels,,385589,,Marshall Nichols,MW,UNLV,S90,P,2024,2,0.0,1,1,0,0,61.1,60.6,,60.0,,,0,0-0,0.79
,,188501,unlv-rebels,,431612,,Mason Vicari,MW,UNLV,51,G,2024,60,0.0005,0,0,49,11,54.5,,,,79.5,52.6,6,1-0,0.79
,,134899,unlv-rebels,,351998,,Mathyus Su'a,MW,UNLV,78,G,2024,667,0.0057,0,0,359,308,68.0,,,,69.8,67.5,144,2-1,0.79
,,174070,unlv-rebels,,429350,,Matthew Greene,MW,UNLV,84,TE,2024,15,0.0001,0,1,14,0,75.9,,59.8,,,75.3,8,0-0,0.79
,,143059,unlv-rebels,,354746,,Matthew Sluka,MW,UNLV,03,QB,2024,171,0.0015,32,65,74,0,76.3,59.2,54.3,81.8,,60.0,68,0-0,0.79
,,157405,unlv-rebels,,394942,,Michael Allen,MW,UNLV,26,HB,2024,43,0.0004,19,7,14,3,64.0,,56.1,64.2,76.6,57.3,6,0-0,0.79
,,170518,unlv-rebels,,431609,,Nick Scalise,MW,UNLV,62,T,2024,32,0.0003,0,0,26,6,70.5,,,,77.4,67.6,4,0-0,0.79
,,174075,unlv-rebels,,431593,,Rashawn Jackson,MW,UNLV,82,WR,2024,24,0.0002,0,1,23,0,60.5,,59.9,,,61.9,0,0-0,0.79
,,156012,unlv-rebels,,385002,,Rashod Tanner,MW,UNLV,D41,CB,2024,2,0.0,0,1,1,0,58.0,,57.7,,,60.0,0,0-0,0.79
,,129639,unlv-rebels,,350552,,Ricky White,MW,UNLV,11,WR,2024,764,0.0065,1,371,392,0,80.8,,82.0,57.5,,69.9,129,4-0,0.79
,,146024,unlv-rebels,,393432,,Sammy Norris,MW,UNLV,60,G,2024,32,0.0003,0,1,28,3,61.6,,59.8,,83.8,60.6,11,0-0,0.79
,,128371,unlv-rebels,,351806,,Tiger Shanks,MW,UNLV,70,T,2024,901,0.0076,0,6,484,411,78.2,,50.1,,82.8,71.9,175,4-2,0.79
,,139372,unlv-rebels,,406678,,Timothy Conerly,MW,UNLV,08,WR,2024,23,0.0002,2,6,15,0,85.8,,75.4,77.2,,58.2,3,0-0,0.79
,,188494,unlv-rebels,,431602,,Toby Moore,MW,UNLV,67,G,2024,15,0.0001,0,0,14,1,72.3,,,,66.7,71.3,8,0-0,0.79
,,188485,unlv-rebels,,392772,,Traivon Dyson,MW,UNLV,81,WR,2024,2,0.0,0,0,2,0,59.9,,,,,59.7,0,0-0,0.79
,,101236,unlv-rebels,,383940,,Walker Hardan,MW,UNLV,S59,LS,2024,1,0.0,0,0,0,1,60.0,,,,63.8,,0,0-0,0.79
,,127412,unlv-rebels,,406735,,Will Thomas,MW,UNLV,72,G,2024,64,0.0005,0,4,37,23,55.3,,51.5,,23.0,66.3,15,1-0,0.79
,,163439,utah-state-aggies,,444043,,Adam Pond,MW,UTAH ST,67,T,2024,2,0.0,0,0,1,1,60.0,,,,63.9,60.0,0,0-0,0.33
,,175947,utah-state-aggies,,406875,,Aloali'i Maui,MW,UTAH ST,62,G,2024,756,0.0064,0,0,305,451,57.7,,,,44.3,62.5,181,7-1,0.33
,,128386,utah-state-aggies,,350665,,Broc Lane,MW,UTAH ST,87,TE,2024,252,0.0021,0,149,90,13,63.0,,65.0,,36.1,54.8,45,0-0,0.33
,,157632,utah-state-aggies,,406886,,Bronson Olevao Jr.,MW,UTAH ST,D14,LB,2024,1,0.0,0,1,0,0,58.4,,55.3,,,,1,0-0,0.33
,,163440,utah-state-aggies,,406896,,Bryce Radford,MW,UTAH ST,75,C,2024,20,0.0002,0,0,16,4,67.1,,,,82.2,64.2,3,0-0,0.33
,,131845,utah-state-aggies,,361840,,Bryson Barnes,MW,UTAH ST,16,QB,2024,313,0.0027,52,155,106,0,75.7,62.3,54.3,80.5,,60.1,97,1-0,0.33
,,163445,utah-state-aggies,,412324,,Chase Tuatagaloa,MW,UTAH ST,12,TE,2024,14,0.0001,0,7,7,0,47.9,58.1,54.8,,,41.6,3,0-0,0.33
,,72178,utah-state-aggies,,351129,,Colby Bowman,MW,UTAH ST,09,WR,2024,137,0.0012,0,73,64,0,58.8,,58.3,,,60.5,9,0-0,0.33
,,144459,utah-state-aggies,,384830,,Cole Joyce,MW,UTAH ST,D20,LB,2024,1,0.0,0,0,0,1,60.0,,,,63.8,,0,0-0,0.33
,,176098,utah-state-aggies,,447610,,Cole Keele,MW,UTAH ST,78,G,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.33
,,128393,utah-state-aggies,,381682,,Cole Motes,MW,UTAH ST,56,T,2024,794,0.0067,0,2,336,456,53.0,,57.1,,58.4,53.1,169,7-0,0.33
,,191363,utah-state-aggies,,446366,,Derrick Jameson,MW,UTAH ST,22,HB,2024,40,0.0003,16,11,12,1,80.0,,54.1,81.1,71.1,58.2,9,0-0,0.33
,,157636,utah-state-aggies,,430753,,Elia Migao,MW,UTAH ST,73,G,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.33
,,121536,utah-state-aggies,,349662,,Elliott Nimrod,MW,UTAH ST,S89,K,2024,2,0.0,1,1,0,0,69.7,,60.0,63.4,,,1,0-0,0.33
,,128376,utah-state-aggies,,350845,,Falepule Alo,MW,UTAH ST,55,C,2024,815,0.0069,0,0,335,480,68.5,,,,74.8,65.4,151,3-0,0.33
,,171068,utah-state-aggies,,405983,,Gabriel Iniguez,MW,UTAH ST,D10,DI,2024,1,0.0,0,0,0,1,60.0,,,,63.8,,0,0-0,0.33
,,158562,utah-state-aggies,,386834,,George Maile,MW,UTAH ST,72,G,2024,372,0.0032,0,0,177,195,57.2,,,,74.2,54.2,77,3-1,0.33
,,157692,utah-state-aggies,,400032,,Grant Page,MW,UTAH ST,08,WR,2024,474,0.004,0,270,204,0,58.0,87.3,55.9,57.3,,64.8,28,0-0,0.33
,,191362,utah-state-aggies,,446364,,Grayson Brousseau,MW,UTAH ST,33,TE,2024,12,0.0001,0,1,11,0,56.5,,60.0,,,56.4,1,0-0,0.33
,,191372,utah-state-aggies,,429149,,Herschel Turner,MW,UTAH ST,21,HB,2024,260,0.0022,83,132,19,26,67.8,,46.9,75.1,42.3,56.7,56,0-0,0.33
,,154600,utah-state-aggies,,361687,,Jack Hestera,MW,UTAH ST,14,WR,2024,419,0.0036,0,254,165,0,59.1,,60.3,,,47.9,32,0-0,0.33
,,176477,utah-state-aggies,,446980,,Jackson Olsen,MW,UTAH ST,18,WR,2024,8,0.0001,0,0,8,0,61.1,,,,,61.7,0,0-0,0.33
,,70963,utah-state-aggies,,349685,,Jacob Conover,MW,UTAH ST,15,QB,2024,10,0.0001,2,6,2,0,32.6,47.1,,44.6,,60.0,3,0-0,0.33
,,70624,utah-state-aggies,,360132,,Jacob Garcia,MW,UTAH ST,S49,LS,2024,3,0.0,0,1,1,1,60.0,,60.0,,63.8,60.0,0,0-0,0.33
,,163442,utah-state-aggies,,385496,,Jalen Royals,MW,UTAH ST,01,WR,2024,461,0.0039,0,290,171,0,79.6,,80.6,,,53.8,61,0-0,0.33
,,193241,utah-state-aggies,,431780,,Jared Pele,MW,UTAH ST,51,T,2024,11,0.0001,0,0,10,1,58.0,,,,63.7,56.6,1,0-0,0.33
,,128399,utah-state-aggies,,351792,,Josh Sterzer,MW,UTAH ST,83,TE,2024,456,0.0039,0,209,228,19,56.0,,54.7,,77.5,57.0,80,0-0,0.33
,,174757,utah-state-aggies,,406854,,Kahanu Davis,MW,UTAH ST,11,WR,2024,22,0.0002,0,6,16,0,46.3,,45.7,,,61.8,2,0-0,0.33
,,100635,utah-state-aggies,,351860,,Kyrese White,MW,UTAH ST,23,WR,2024,523,0.0044,2,304,217,0,66.4,,66.5,60.8,,60.1,56,0-0,0.33
,,141266,utah-state-aggies,,353489,,Nick Floyd,MW,UTAH ST,24,HB,2024,7,0.0001,5,0,2,0,74.5,,,71.6,,60.0,3,0-0,0.33
,,176473,utah-state-aggies,,429078,,Noah Flores,MW,UTAH ST,D25,CB,2024,1,0.0,0,1,0,0,58.1,,57.7,,,,0,0-0,0.33
,,146224,utah-state-aggies,,362928,,Otto Tia,MW,UTAH ST,05,WR,2024,739,0.0063,0,432,306,1,57.2,,56.8,,63.8,56.5,60,0-0,0.33
,,176482,utah-state-aggies,,406861,,Rahsul Faison,MW,UTAH ST,03,HB,2024,580,0.0049,204,281,35,60,80.7,,49.0,89.2,56.1,54.1,133,1-0,0.33
,,163425,utah-state-aggies,,385508,,Robert Briggs Jr.,MW,UTAH ST,02,HB,2024,35,0.0003,10,23,1,1,69.8,,74.9,70.8,70.0,60.0,9,1-0,0.33
,,157625,utah-state-aggies,,412319,,Ryan Marks,MW,UTAH ST,S47,K,2024,3,0.0,0,2,1,0,55.4,57.7,60.0,,,60.0,0,0-0,0.33
,,82136,utah-state-aggies,,314810,,Spencer Petras,MW,UTAH ST,07,QB,2024,599,0.0051,13,373,212,1,67.6,68.3,,50.4,62.2,60.0,160,0-0,0.33
,,163424,utah-state-aggies,,406819,,Teague Andersen,MW,UTAH ST,54,T,2024,788,0.0067,0,0,314,474,67.8,,,,81.3,62.1,119,7-0,0.33
,,144011,utah-state-aggies,,396173,,Trey Andersen,MW,UTAH ST,57,T,2024,184,0.0016,0,0,77,107,54.1,,,,39.4,59.1,38,1-0,0.33
,,174765,utah-state-aggies,,406878,,Will Monney,MW,UTAH ST,86,TE,2024,177,0.0015,0,111,58,8,53.5,,58.4,,44.6,36.1,19,1-0,0.33
,,81896,utah-state-aggies,,308644,,Wyatt Bowles,MW,UTAH ST,60,G,2024,881,0.0075,0,0,371,510,64.4,,,,64.3,63.6,201,5-1,0.33
,,98213,wyoming-cowboys,,327991,,Alex Brown,MW,WYOMING,09,WR,2024,193,0.0016,0,93,100,0,49.6,,48.8,,,56.9,10,0-0,0.25
,,129681,wyoming-cowboys,,431666,,Alex Conn,MW,WYOMING,75,G,2024,104,0.0009,0,0,57,47,44.1,,,,46.0,42.6,36,1-0,0.25
,,150690,wyoming-cowboys,,385602,,Caden Barnett,MW,WYOMING,72,T,2024,756,0.0064,0,0,393,363,80.9,,,,70.6,82.0,160,6-1,0.25
,,128410,wyoming-cowboys,,366523,,Caleb Driskill,MW,WYOMING,36,TE,2024,127,0.0011,0,7,110,10,59.4,,55.8,,73.3,58.2,33,0-0,0.25
,,157681,wyoming-cowboys,,401500,,Caleb Merritt,MW,WYOMING,D18,CB,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.25
,,157684,wyoming-cowboys,,385682,,Carson York,MW,WYOMING,S52,LS,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.25
,,184950,wyoming-cowboys,,0,,Chris Durr Jr.,MW,WYOMING,15,WR,2024,227,0.0019,1,156,70,0,74.9,,76.6,57.5,,47.3,37,0-0,0.25
,,146022,wyoming-cowboys,,396997,,Clay Nanke,MW,WYOMING,85,TE,2024,57,0.0005,0,33,21,3,65.9,,66.0,,72.3,57.8,9,0-0,0.25
,,122840,wyoming-cowboys,,348165,,D.J. Jones,MW,WYOMING,26,HB,2024,132,0.0011,58,50,13,11,56.2,,43.7,60.2,28.0,49.5,28,0-0,0.25
,,97815,wyoming-cowboys,,350782,,Dawaiian McNeely,MW,WYOMING,03,HB,2024,4,0.0,2,1,1,0,63.4,,60.0,62.9,,60.0,1,0-0,0.25
,,98557,wyoming-cowboys,,351748,,Devin Boddie Jr.,MW,WYOMING,02,WR,2024,88,0.0007,1,51,36,0,61.9,,62.6,59.6,,67.7,10,1-1,0.25
,,157664,wyoming-cowboys,,408016,,Evan Svoboda,MW,WYOMING,17,QB,2024,578,0.0049,83,284,211,0,55.1,50.1,55.1,64.8,,60.3,179,0-0,0.25
,,130584,wyoming-cowboys,,351172,,Harrison Waylee,MW,WYOMING,04,HB,2024,136,0.0012,65,39,12,20,66.0,,53.4,69.6,23.2,57.3,45,2-1,0.25
,,157665,wyoming-cowboys,,408013,,Isaac Schoenfeld,MW,WYOMING,87,TE,2024,52,0.0004,0,14,33,5,53.1,,52.3,,54.8,57.1,9,0-0,0.25
,,139100,wyoming-cowboys,,353418,,Jack Culbreath,MW,WYOMING,S41,P,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.25
,,150706,wyoming-cowboys,,385681,,Jack Walsh,MW,WYOMING,79,G,2024,687,0.0058,0,0,346,341,73.7,,,,73.7,72.2,138,0-0,0.25
,,174812,wyoming-cowboys,,429601,,Jake Davies,MW,WYOMING,71,T,2024,797,0.0068,0,0,403,394,37.5,,,,23.6,44.5,194,1-0,0.25
,,184974,wyoming-cowboys,,443117,,Jake Wilson,MW,WYOMING,89,TE,2024,7,0.0001,1,5,1,0,53.9,,55.2,57.7,,60.0,0,0-0,0.25
,,71409,wyoming-cowboys,,408003,,Jamari Ferrell,MW,WYOMING,06,HB,2024,209,0.0018,82,75,27,25,64.4,,56.8,67.7,49.4,54.4,51,2-0,0.25
,,174835,wyoming-cowboys,,415994,,Jayden Williams,MW,WYOMING,D98,DI,2024,1,0.0,1,0,0,0,64.5,,,62.7,,,1,0-0,0.25
,,184945,wyoming-cowboys,,431665,,Jaylan Bean,MW,WYOMING,88,WR,2024,40,0.0003,0,21,19,0,52.3,,52.4,,,57.7,1,0-0,0.25
,,150700,wyoming-cowboys,,400278,,Jaylen Sargent,MW,WYOMING,08,WR,2024,420,0.0036,0,216,204,0,67.7,,68.5,,,59.3,33,2-1,0.25
,,150698,wyoming-cowboys,,385488,,John Michael Gyllenborg,MW,WYOMING,84,TE,2024,270,0.0023,0,173,85,12,79.7,,84.9,,50.8,51.2,60,0-0,0.25
,,184951,wyoming-cowboys,,429603,,Justin Erb,MW,WYOMING,80,TE,2024,153,0.0013,0,35,108,10,51.3,,43.9,,55.8,58.1,39,0-0,0.25
,,174828,wyoming-cowboys,,429610,,Justin Stevenson,MW,WYOMING,11,WR,2024,468,0.004,5,244,219,0,55.2,,53.7,71.0,,56.7,36,3-0,0.25
,,127312,wyoming-cowboys,,425420,,Kaden Anderson,MW,WYOMING,12,QB,2024,270,0.0023,22,129,119,0,67.8,72.0,,49.8,,60.0,66,1-1,0.25
,,157662,wyoming-cowboys,,434114,,Kimball Madsen,MW,WYOMING,35,FB,2024,1,0.0,0,0,0,1,60.0,,,,70.0,,0,0-0,0.25
,,157677,wyoming-cowboys,,408012,,Luke Sandy,MW,WYOMING,57,C,2024,13,0.0001,0,0,6,7,72.8,,,,77.6,70.1,3,0-0,0.25
,,150709,wyoming-cowboys,,368429,,Micah Young,MW,WYOMING,D44,LB,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.25
,,174819,wyoming-cowboys,,429604,,Nathan Geiger,MW,WYOMING,65,T,2024,11,0.0001,0,0,7,4,79.3,,,,79.6,78.1,2,0-0,0.25
,,157663,wyoming-cowboys,,391530,,Nic Talich,MW,WYOMING,D49,LB,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0,0.25
,,128422,wyoming-cowboys,,377245,,Nick Miles,MW,WYOMING,86,TE,2024,544,0.0046,0,173,325,46,61.2,,41.0,,56.9,79.4,100,1-0,0.25
,,191376,wyoming-cowboys,,445063,,Nico Hamilton,MW,WYOMING,21,HB,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,1,0-0,0.25
,,128438,wyoming-cowboys,,374170,,Nofoafia Tulafono,MW,WYOMING,77,C,2024,824,0.007,0,0,421,403,65.7,,,,86.4,57.1,157,1-1,0.25
